epoch,type,loss,accuracy,precision,recall,f1,wer
0,train,2.5584912495222873,0.47432352949427303,0.07920050744420093,0.10557105675202814,0.07706638788872028,109.55358415174094
0,val,2.6104173736369356,0.46399515028615756,0.07616968338416238,0.10118668235767371,0.07395848000137525,108.7147243820362
1,train,1.8316170372569553,0.5540017822895033,0.09928701325171418,0.12330519141896387,0.09529566513723198,109.55465399658141
1,val,1.8732322502009413,0.5433786746965875,0.09541444216836713,0.11849840525821896,0.09141591854856648,108.71907952424057
2,train,1.6290749182759803,0.5786229990153459,0.10226455572840558,0.12878518072297182,0.09982151097601583,109.55568148723884
2,val,1.673046402950236,0.5693435784047252,0.09802172397558415,0.1241607542339412,0.0961349213833664,108.7189838006136
3,train,1.4941665008118845,0.6060730626485047,0.1110499034974129,0.1348947916645854,0.11379615706884005,109.56131411991083
3,val,1.540521887071589,0.594877871500907,0.10648991357110354,0.1297291969281324,0.1093924957180173,108.72479454507825
4,train,1.4073866094975018,0.6282145966330999,0.09545732265636216,0.13982287343897457,0.10030597439015204,109.55623598754482
4,val,1.469341294879609,0.6141331900000611,0.09081736273471035,0.13392833951716188,0.09521119282683162,108.72156416123254
5,train,1.3151007241613455,0.6573332423175,0.9014998595084686,0.14631168926744442,0.13016101498064753,109.54223935246432
5,val,1.3615110140848667,0.6447263942927297,0.9012916152521351,0.1406512966725874,0.12532857512030587,108.70504308663507
6,train,1.2153841618966517,0.6877728020377573,0.8926944306178638,0.15308642807811138,0.12415537294063006,109.52130584528115
6,val,1.283668005403052,0.6711616103004502,0.1100252500188068,0.14636492780205354,0.11828143935215711,108.68699803848702
7,train,1.1698745052198212,0.6996726235282786,0.9114745330013302,0.15583576757063117,0.1390861636794382,109.50965278350812
7,val,1.2428114821619176,0.6815206967951576,0.9101712323780381,0.14869793279640253,0.1326160600258555,108.67715033160671
8,train,1.1018644991570603,0.7193567300130632,0.9014226895198378,0.1601212822936043,0.13521161476986213,109.50498423171011
8,val,1.1625841862343727,0.6995651138216844,0.9003155978137685,0.15262301556380067,0.12880486451458267,108.67406495499077
9,train,1.0608185442859779,0.7304422714933735,0.13311400685662295,0.16257587427747108,0.14205161400128372,109.50518673968267
9,val,1.138305699730173,0.7077482424368285,0.1272360289510831,0.1543436317222079,0.1351660890078159,108.67727494119472
10,train,1.00546789939651,0.745716099796991,0.13533650886603538,0.16597539821924387,0.14494758934094232,109.48080333053005
10,val,1.09449416977611,0.7218133287727292,0.12947995017089922,0.15741090391788995,0.13800734159150194,108.65243296746524
11,train,0.9891158198604406,0.7473646708328229,0.919333960606316,0.16635094009511842,0.15022839575456598,109.49311552331456
11,val,1.089959868408264,0.7218637193762559,0.9173198206586297,0.15749082415749083,0.14266474264304638,108.66778062856424
12,train,0.9450144956330815,0.7613026235937352,0.9196106324612882,0.16983550416684148,0.15303055430019363,109.47781946133382
12,val,1.0492500300578615,0.7345438276091644,0.9176695428726418,0.16054544231523607,0.14525429565307632,108.6552793223444
13,train,0.912535435207193,0.767566445454554,0.9182783417188923,0.1714944735154316,0.15342069639221284,109.4745945076712
13,val,1.0350432686032134,0.7391095216862834,0.9161496654145124,0.16137861081307522,0.1445466698620135,108.6555306812021
14,train,0.8783425135824257,0.7740193433581664,0.9275404087665582,0.1733463753174332,0.1608250661375208,109.47385669960363
14,val,1.0066182300289894,0.7434858692531807,0.9247028292434033,0.1625001581754742,0.15084714096324922,108.65743588795912
15,train,0.8586630158458483,0.7783413486489292,0.9215740521163587,0.1753023815565399,0.1593523139388972,109.46633613549906
15,val,1.0012314612085516,0.7436660538354884,0.9184301931771838,0.16288211032056674,0.14754253131059458,108.65773491331309
16,train,0.8416540480342136,0.7823702954243037,0.9239026400587467,0.17786690549498269,0.16480668177817698,109.38196778784742
16,val,1.0063379617764594,0.7447578502452342,0.9203791691505211,0.16408657493155165,0.15112259656964538,108.58621986903192
17,train,0.8308786477296256,0.783631924489275,0.924051410987891,0.18278637086853985,0.17433024744233983,109.14348579337315
17,val,0.9926770420626123,0.7438233335980112,0.9198764168211645,0.1670729278846378,0.15723432583886932,108.32384320607217
18,train,0.8274266718033545,0.7837574141279638,0.9255062312173132,0.18432441922960885,0.17821569947672258,108.89149742005307
18,val,1.0097128522998475,0.7423329933240085,0.9209355368685883,0.1678451571997813,0.15995741321708973,107.91264973938522
19,train,0.8312418895041792,0.7829897018078176,0.9255183689828672,0.18438723154292017,0.1785536843681372,108.8383696946413
19,val,1.0033758102737842,0.7409373263051167,0.9208184863744846,0.1677092927924598,0.1600397511532969,107.86133188079778
+,test,0.956745657277234,0.7559308645745546,0.9207292614540851,0.17828769907253444,0.17056903682011904,105.18964582181879
